# Date: 2019-11-22
mets	nameOrig	nameNew	formulaOrig	formulaNew	chargeOrig	chargeNew	notes
m00577s	2,6-dimethylheptanoyl-carnitine	2,6-dimethylheptanoyl-carnitine	C16H35NO4	C16H31NO4	0	0	
m00577x	2,6-dimethylheptanoyl-carnitine	2,6-dimethylheptanoyl-carnitine	C16H35NO4	C16H31NO4	0	0	
m00626c	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	C11H23O4NPRCO2	C10H21NO7PR	0	0	
m00626s	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	C11H23O4NPRCO2	C10H21NO7PR	0	0	
m00626x	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine	C11H23O4NPRCO2	C10H21NO7PR	0	0	
m00627c	2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate	2-acyl-1-(1-alkenyl)-sn-glycero-3-phosphate	C6H9O7PR2	C6H7O7PR2	0	-2	
m00628c	2-acyl-1-alkyl-sn-glycero-3-phosphate	2-acyl-1-alkyl-sn-glycero-3-phosphate	C5H9O6PRR2CO	C4H5O7PR2	-2	-2	
m00658m	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol	C57H90O3	C57H88O3	0	0	
m00757m	3alpha,7alpha-dihydroxy-5beta-cholestan-27-al	3alpha,7alpha-dihydroxy-5beta-cholestan-27-al	C27H46O5	C27H46O3	0	0	
m00770m	3-demethylubiquinol-10	3-demethylubiquinol-10	C58H92O4	C58H90O4	0	0	
m00779c	3-hydroxyheptadecanoyl-[ACP]	3-hydroxyheptadecanoyl-[ACP]	C17H33O2SR	C28H53N2O9PRS	0	-1	
m00781c	3-hydroxyheptanoyl-[ACP]	3-hydroxyheptanoyl-[ACP]	C7H13O2SR	C18H33N2O9PRS	0	-1	
m00791c	3-hydroxynonanoyl-[ACP]	3-hydroxynonanoyl-[ACP]	C9H17O2SR	C20H37N2O9PRS	0	-1	
m00794c	3-hydroxypentadecanoyl-[ACP]	3-hydroxypentadecanoyl-[ACP]	C15H29O2SR	C26H49N2O9PRS	0	-1	
m00796c	3-hydroxypentanoyl-[ACP]	3-hydroxypentanoyl-[ACP]	C5H9O2SR	C16H29N2O9PRS	0	-1	
m00803c	3-hydroxytridecanoyl-[ACP]	3-hydroxytridecanoyl-[ACP]	C13H25O2SR	C24H45N2O9PRS	0	-1	
m00805c	3-hydroxyundecanoyl-[ACP]	3-hydroxyundecanoyl-[ACP]	C11H21O2SR	C22H41N2O9PRS	0	-1	
m00808c	3-isoLM1	3-isoLM1	X	C56H96N3O31R	0	0	
m00857c	3-oxodecanoyl-[ACP]	3-oxodecanoyl-[ACP]	X	C21H37N2O9PRS	0	-1	
m00867c	3-oxododecanoyl-[ACP]	3-oxododecanoyl-[ACP]	X	C23H41N2O9PRS	0	-1	
m00874c	3-oxoheptadecanoyl-[ACP]	3-oxoheptadecanoyl-[ACP]	C17H31O2SR	C28H51N2O9PRS	0	-1	
m00876c	3-oxoheptanoyl-[ACP]	3-oxoheptanoyl-[ACP]	C7H11O2SR	C18H31N2O9PRS	0	-1	
m00880c	3-oxohexadecanoyl-[ACP]	3-oxohexadecanoyl-[ACP]	X	C27H49N2O9PRS	0	-1	
m00881c	3-oxohexanoyl-[ACP]	3-oxohexanoyl-[ACP]	X	C17H29N2O9PRS	0	-1	
m00888c	3-oxononanoyl-[ACP]	3-oxononanoyl-[ACP]	C9H15O2SR	C20H35N2O9PRS	0	-1	
m00891c	3-oxooctanoyl-[ACP]	3-oxooctanoyl-[ACP]	X	C19H33N2O9PRS	0	-1	
m00896c	3-oxopentadecanoyl-[ACP]	3-oxopentadecanoyl-[ACP]	C15H27O2SR	C26H47N2O9PRS	0	-1	
m00898c	3-oxopentanoyl-[ACP]	3-oxopentanoyl-[ACP]	C5H7O2SR	C16H27N2O9PRS	0	-1	
m00905c	3-oxotetradecanoyl-[ACP]	3-oxotetradecanoyl-[ACP]	X	C25H45N2O9PRS	0	-1	
m00908c	3-oxotridecanoyl-[ACP]	3-oxotridecanoyl-[ACP]	C13H23O2SR	C24H43N2O9PRS	0	-1	
m00910c	3-oxoundecanoyl-[ACP]	3-oxoundecanoyl-[ACP]	C11H19O2SR	C22H39N2O9PRS	0	-1	
m00915c	3-phosphopolynucleotide	3-phosphopolynucleotide	C10H18O13P2R2(C5H8O6PR)n	C15H22O19P3R3	-2	-4	
m00950c	4,8-dimethylnonanoylcarnitine	4,8-dimethylnonanoylcarnitine	C18H37NO4	C18H35NO4	0	0	
m00950m	4,8-dimethylnonanoylcarnitine	4,8-dimethylnonanoylcarnitine	C18H37NO4	C18H35NO4	0	0	
m00950p	4,8-dimethylnonanoylcarnitine	4,8-dimethylnonanoylcarnitine	C18H37NO4	C18H35NO4	0	0	
m01036c	5-(D-galactosyloxy)-L-lysine-procollagen	5-(D-galactosyloxy)-L-lysine-procollagen	C13H23N3O8R2	C13H24N3O8R2	0	1	
m01055c	5,6-epoxy-(8Z)-tetradecenoic acid	5,6-epoxy-(8Z)-tetradecenoic acid	C14H22O3	C14H23O3	-1	-1	
m01128c	5-oxoprolyl-peptide	5-oxoprolyl-peptide	C7H9N2O4R(C2H2NOR)n	C9H11N3O5R2	0	0	
m01129c	5-phosphopolynucleotide	5-phosphopolynucleotide	C10H16O13P2R2(C5H8O6PR)n	C15H22O19P3R3	-2	-4	
m01143c	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	C15H28NO13PRCO2R2CO2	C17H28NO17PR2	0	0	
m01143r	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	C15H28NO13PRCO2R2CO2	C17H28NO17PR2	0	0	
m01162c	6-hydroxymelatonin-sulfate	6-hydroxymelatonin-sulfate	X	C13H15N2O6S	0	-1	
m01165m	6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol	6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol	C58H92O3	C58H90O3	0	0	
m01176c	7,8-epoxy-(4Z,10Z)-hexadecadienoic acid	7,8-epoxy-(4Z,10Z)-hexadecadienoic acid	C16H24O3	C16H25O3	-1	-1	
m01190c	7-HETE	7-HETE	X	C20H31O3	0	-1	
m01210c	8,9-epoxy-(5Z)-tetradecenoic acid	8,9-epoxy-(5Z)-tetradecenoic acid	C16H25O3	C14H24O3	-1	-1	
m01219c	9,10-epoxy-(6Z,12Z)-octadecadienoic acid	9,10-epoxy-(6Z,12Z)-octadecadienoic acid	C18H31O3	C18H29O3	-1	-1	
m01247c	A2PE	A2PE	X	C47H62NO8PR2	0	0	
m01248c	A2PE-H2	A2PE-H2	X	C47H64NO8PR2	0	0	
m01254c	acetoacetyl-[ACP]	acetoacetyl-[ACP]	X	C15H25N2O9PRS	0	-1	
m01263g	acgalfucgalacglcgal14acglcgalgluside heparan sulfate	acgalfucgalacglcgal14acglcgalgluside heparan sulfate	X	C72H125N4O41RCO	0	0	
m01264g	acngalacglcgalgluside heparan sulfate	acngalacglcgalgluside heparan sulfate	X	C56H95N3O31R	0	-1	
m01266c	activated methyl group	activated methyl group	CH3X	CH3	0	0	
m01267c	activated sulphur	activated sulphur	X	S	0	-2	
m01268c	activation-ppara	activation-ppara	X	C2303H3655N619O695S34R	0	0	
m01268m	activation-ppara	activation-ppara	X	C2303H3655N619O695S34R	0	0	
m01268n	activation-ppara	activation-ppara	X	C2303H3655N619O695S34R	0	0	
m01268p	activation-ppara	activation-ppara	X	C2303H3655N619O695S34R	0	0	
m01268r	activation-ppara	activation-ppara	X	C2303H3655N619O695S34R	0	0	
m01268s	activation-ppara	activation-ppara	X	C2303H3655N619O695S34R	0	0	
m01268x	activation-ppara	activation-ppara	X	C2303H3655N619O695S34R	0	0	
m01294c	aflatoxin B1 dialdehyde	aflatoxin B1 dialdehyde	C16H12O9	C17H13O8	0	-1	
m01308c	albumin	albumin	X	C3076H4833N821O919S42	0	0	
m01308l	albumin	albumin	X	C3076H4833N821O919S42	0	0	
m01308s	albumin	albumin	X	C3076H4833N821O919S42	0	0	
m01308x	albumin	albumin	X	C3076H4833N821O919S42	0	0	
m01310c	alkylamine	alkylamine	NH2R	H3NR	0	1	
m01311c	alkyl-glycerone-3-phosphate	alkyl-glycerone-3-phosphate	C4H10O4PRCO2	C3H4O6PR	-2	-2	
m01311p	alkyl-glycerone-3-phosphate	alkyl-glycerone-3-phosphate	C4H10O4PRCO2	C3H4O6PR	-2	-2	
m01317c	alpha tubulin	alpha tubulin	C11H13N2O4R(C2H2NOR)n	C13H15N3O5R2	0	0	
m01318c	alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde	alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde	C17H16O8	C17H15O8	0	-1	
m01323c	alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	alpha-D-mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol	C1360H2228N20O270P20	C128H210N2O27P2	-20	-2	
m01343c	antichymotrypsin	antichymotrypsin	X	C2144H3392N554O636S17	0	0	
m01343l	antichymotrypsin	antichymotrypsin	X	C2144H3392N554O636S17	0	0	
m01343s	antichymotrypsin	antichymotrypsin	X	C2144H3392N554O636S17	0	0	
m01343x	antichymotrypsin	antichymotrypsin	X	C2144H3392N554O636S17	0	0	
m01345c	antitrypsin	antitrypsin	X	C2112H3313N539O629S13	0	0	
m01345l	antitrypsin	antitrypsin	X	C2112H3313N539O629S13	0	0	
m01345s	antitrypsin	antitrypsin	X	C2112H3313N539O629S13	0	0	
m01345x	antitrypsin	antitrypsin	X	C2112H3313N539O629S13	0	0	
m01346c	APE	APE	X	C27H37NO8PR2	0	-1	
m01349c	apo-[ACP]	apo-[ACP]	X	HOR	0	0	
m01350c	apoA1	apoA1	X	C1367H2173N381O419S4	0	0	
m01350l	apoA1	apoA1	X	C1367H2173N381O419S4	0	0	
m01350r	apoA1	apoA1	X	C1367H2173N381O419S4	0	0	
m01350s	apoA1	apoA1	X	C1367H2173N381O419S4	0	0	
m01350x	apoA1	apoA1	X	C1367H2173N381O419S4	0	0	
m01351c	apoB100	apoB100	X	C23182H36564N6112O6944S104	0	0	
m01351l	apoB100	apoB100	X	C23182H36564N6112O6944S104	0	0	
m01351r	apoB100	apoB100	X	C23182H36564N6112O6944S104	0	0	
m01351s	apoB100	apoB100	X	C23182H36564N6112O6944S104	0	0	
m01351x	apoB100	apoB100	X	C23182H36564N6112O6944S104	0	0	
m01352l	apoB48	apoB48	X	C23203H36592N6110O6947S103	0	0	
m01353c	apoC1	apoC1	X	C421H695N109O124S2	0	0	
m01353r	apoC1	apoC1	X	C421H695N109O124S2	0	0	
m01353s	apoC1	apoC1	X	C421H695N109O124S2	0	0	
m01353x	apoC1	apoC1	X	C421H695N109O124S2	0	0	
m01354c	apoC2	apoC2	X	C509H801N123O159S3	0	0	
m01354r	apoC2	apoC2	X	C509H801N123O159S3	0	0	
m01354s	apoC2	apoC2	X	C509H801N123O159S3	0	0	
m01354x	apoC2	apoC2	X	C509H801N123O159S3	0	0	
m01355c	apoC3	apoC3	X	C484H760N128O149S3	0	0	
m01355r	apoC3	apoC3	X	C484H760N128O149S3	0	0	
m01355s	apoC3	apoC3	X	C484H760N128O149S3	0	0	
m01355x	apoC3	apoC3	X	C484H760N128O149S3	0	0	
m01358c	apocytochrome-C	apocytochrome-C	X	C1578H2483N443O445S20	0	0	
m01358l	apocytochrome-C	apocytochrome-C	X	C1578H2483N443O445S20	0	0	
m01358m	apocytochrome-C	apocytochrome-C	X	C1578H2483N443O445S20	0	0	
m01359c	apoE	apoE	X	C1569H2559N477O483S10	0	0	
m01359l	apoE	apoE	X	C1569H2559N477O483S10	0	0	
m01359r	apoE	apoE	X	C1569H2559N477O483S10	0	0	
m01359s	apoE	apoE	X	C1569H2559N477O483S10	0	0	
m01359x	apoE	apoE	X	C1569H2559N477O483S10	0	0	
m01361c	aquacob(III)alamin	aquacob(III)alamin	C62H93CoN13O15P	C62H90CoN13O15P	0	1	
m01361s	aquacob(III)alamin	aquacob(III)alamin	C62H93CoN13O15P	C62H90CoN13O15P	0	1	
m01361x	aquacob(III)alamin	aquacob(III)alamin	C62H93CoN13O15P	C62H90CoN13O15P	0	1	
m01367c	arsenite	arsenite	AsO3	AsH2O3	0	-1	
m01372c	azelaic acid	azelaic acid	C9H12O4	C9H14O4	-2	-2	
m01372s	azelaic acid	azelaic acid	C9H12O4	C9H14O4	-2	-2	
m01372x	azelaic acid	azelaic acid	C9H12O4	C9H14O4	-2	-2	
m01381c	benzothiazine	benzothiazine	C8H7NS	C11H12N2O3S	0	0	
m01390c	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol	C1300H2128N20O220P20	C122H200N2O22P2	-20	-2	
m01392c	beta-hydroxy-beta-methylbutyrate	beta-hydroxy-beta-methylbutyrate	C5H8O3	C5H9O3	-1	-1	
m01392s	beta-hydroxy-beta-methylbutyrate	beta-hydroxy-beta-methylbutyrate	C5H8O3	C5H9O3	-1	-1	
m01392x	beta-hydroxy-beta-methylbutyrate	beta-hydroxy-beta-methylbutyrate	C5H8O3	C5H9O3	-1	-1	
m01395c	bile-PC pool	bile-PC pool	C10H19NO8PR2	C10H18NO8PR2	0	0	
m01395s	bile-PC pool	bile-PC pool	C10H19NO8PR2	C10H18NO8PR2	0	0	
m01395x	bile-PC pool	bile-PC pool	C10H19NO8PR2	C10H18NO8PR2	0	0	
m01409c	but-2-enoyl-[ACP]	but-2-enoyl-[ACP]	C4H5OSR	C15H25N2O8PRS	0	-1	
m01411c	butyryl-[ACP]	butyryl-[ACP]	X	C15H27N2O8PRS	0	-1	
m01418c	calcitroic acid	calcitroic acid	C23H33O4  	C23H33O4	-1	-1	
m01418m	calcitroic acid	calcitroic acid	C23H33O4  	C23H33O4	-1	-1	
m01418s	calcitroic acid	calcitroic acid	C23H33O4  	C23H33O4	-1	-1	
m01418x	calcitroic acid	calcitroic acid	C23H33O4  	C23H33O4	-1	-1	
m01422c	carboxybiotin-carboxyl-carrier	carboxybiotin-carboxyl-carrier	C18H26N5O6R2S	C17H26N4O5SX	0	-1	
m01426c	(ADDED)	CDP-diacylglycerol-CL pool		C14H17N3O15P2R2	0	-2	
m01427c	CDP-diacylglycerol-LD-PI pool	CDP-diacylglycerol-LD-PI pool	C12H17N3O11P2RCO2R2CO2	C14H17N3O15P2R2	-2	-2	
m01427l	CDP-diacylglycerol-LD-PI pool	CDP-diacylglycerol-LD-PI pool	C12H17N3O11P2RCO2R2CO2	C14H17N3O15P2R2	-2	-2	
m01427m	CDP-diacylglycerol-LD-PI pool	CDP-diacylglycerol-LD-PI pool	C12H17N3O11P2RCO2R2CO2	C14H17N3O15P2R2	-2	-2	
m01427r	CDP-diacylglycerol-LD-PI pool	CDP-diacylglycerol-LD-PI pool	C12H17N3O11P2RCO2R2CO2	C14H17N3O15P2R2	-2	-2	
m01436c	chitin(n-1)	chitin(n-1)	X	C16H28N2O11	0	0	
m01438c	chitin-component	chitin-component	C24H41N3O16	C8H13NO5	0	0	
m01438s	chitin-component	chitin-component	C24H41N3O16	C8H13NO5	0	0	
m01438x	chitin-component	chitin-component	C24H41N3O16	C8H13NO5	0	0	
m01451c	cholesterol-ester pool	cholesterol-ester pool	C27H45R2CO2	C28H45O2R	0	0	
m01451l	cholesterol-ester pool	cholesterol-ester pool	C27H45R2CO2	C28H45O2R	0	0	
m01451r	cholesterol-ester pool	cholesterol-ester pool	C27H45R2CO2	C28H45O2R	0	0	
m01451s	cholesterol-ester pool	cholesterol-ester pool	C27H45R2CO2	C28H45O2R	0	0	
m01451x	cholesterol-ester pool	cholesterol-ester pool	C27H45R2CO2	C28H45O2R	0	0	
m01505l	cholesterol-ester-palmn	cholesterol-ester-palmn	C43H74O2	C43H74O2	-1	0	
m01505r	cholesterol-ester-palmn	cholesterol-ester-palmn	C43H74O2	C43H74O2	-1	0	
m01511c	cholesterol-STAR	cholesterol-STAR	C27H46O	C1420H2313N409O415S17	0	0	
m01511m	cholesterol-STAR	cholesterol-STAR	C27H46O	C1420H2313N409O415S17	0	0	
m01569l	chylomicron remnant	chylomicron remnant	X	C25519H39954N6593O8030P6S113R283	0	0	
m01569s	chylomicron remnant	chylomicron remnant	X	C25519H39954N6593O8030P6S113R283	0	0	
m01569x	chylomicron remnant	chylomicron remnant	X	C25519H39954N6593O8030P6S113R283	0	0	
m01570s	chylomicron	chylomicron	X	C488977H426169N6593O471488P6S113R232012	0	0	
m01570x	chylomicron	chylomicron	X	C488977H426169N6593O471488P6S113R232012	0	0	
m01584c	cis-gondoic acid	cis-gondoic acid	C20H37O2	C20H37O2	0	-1	
m01584l	cis-gondoic acid	cis-gondoic acid	C20H37O2	C20H37O2	0	-1	
m01584r	cis-gondoic acid	cis-gondoic acid	C20H37O2	C20H37O2	0	-1	
m01584s	cis-gondoic acid	cis-gondoic acid	C20H37O2	C20H37O2	0	-1	
m01584x	cis-gondoic acid	cis-gondoic acid	C20H37O2	C20H37O2	0	-1	
m01589c	CL pool	CL pool	C9H16O9P2RCO2R2CO2RCO2R2CO2	C13H16O17P2R4	-2	-2	
m01589m	CL pool	CL pool	C9H16O9P2RCO2R2CO2RCO2R2CO2	C13H16O17P2R4	-2	-2	
m01599c	cob(II)alamin	cob(II)alamin	C62H92CoN13O14P	C62H88CoN13O14P	0	0	
m01599m	cob(II)alamin	cob(II)alamin	C62H92CoN13O14P	C62H88CoN13O14P	0	0	
m01631m	cytochrome-C	cytochrome-C	C42H44FeN8O8S2R4	C1612H2513FeN447O449S20	0	-2	
m01634c	D-3-hydroxydodecanoyl-[ACP]	D-3-hydroxydodecanoyl-[ACP]	C12H23O2SR	C23H43N2O9PRS	0	-1	
m01635c	D-3-hydroxyhexanoyl-[ACP]	D-3-hydroxyhexanoyl-[ACP]	C6H11O2SR	C17H31N2O9PRS	0	-1	
m01649c	decanoyl-[ACP]	decanoyl-[ACP]	C10H19ORS	C21H39N2O8PRS	0	-1	
m01655c	dehydroascorbic acid	dehydroascorbic acid	C6H6O6	C6H5O6	0	-1	
m01655s	dehydroascorbic acid	dehydroascorbic acid	C6H6O6	C6H5O6	0	-1	
m01655x	dehydroascorbic acid	dehydroascorbic acid	C6H6O6	C6H5O6	0	-1	
m01656c	dehydrodolichol	dehydrodolichol	C1080H1748O10	C100H162O	0	0	
m01657c	dehydrodolichol-diphosphate	dehydrodolichol-diphosphate	C1080H1738O70P20	C100H161O7P2	-30	-3	
m01658c	dehydrodolichol-phosphate	dehydrodolichol-phosphate	C1080H1738O40P10	C100H161O4P	-20	-2	
m01665c	dem2emgacpail_prot heparan sulfate	dem2emgacpail_prot heparan sulfate	C37H70N3O34P3RCO2R2CO2X	C39H70N3O38P3R2X	0	0	
m01665r	dem2emgacpail_prot heparan sulfate	dem2emgacpail_prot heparan sulfate	C37H70N3O34P3RCO2R2CO2X	C39H70N3O38P3R2X	0	0	
m01665s	dem2emgacpail_prot heparan sulfate	dem2emgacpail_prot heparan sulfate	C37H70N3O34P3RCO2R2CO2X	C39H70N3O38P3R2X	0	0	
m01665x	dem2emgacpail_prot heparan sulfate	dem2emgacpail_prot heparan sulfate	C37H70N3O34P3RCO2R2CO2X	C39H70N3O38P3R2X	0	0	
m01676c	detyrosinated alpha-tubulin	detyrosinated alpha-tubulin	C2H4NO2R(C2H2NOR)n	C4H6N2O3R2	0	0	
m01677c	dextrin(n-1)	dextrin(n-1)	X	C12H22O11	0	0	
m01687c	dgpi_prot heparan sulfate	dgpi_prot heparan sulfate	C39H76N4O37P4RCO2R2CO2X	C41H76N4O41P4R2X	0	0	
m01687r	dgpi_prot heparan sulfate	dgpi_prot heparan sulfate	C39H76N4O37P4RCO2R2CO2X	C41H76N4O41P4R2X	0	0	
m01687s	dgpi_prot heparan sulfate	dgpi_prot heparan sulfate	C39H76N4O37P4RCO2R2CO2X	C41H76N4O41P4R2X	0	0	
m01687x	dgpi_prot heparan sulfate	dgpi_prot heparan sulfate	C39H76N4O37P4RCO2R2CO2X	C41H76N4O41P4R2X	0	0	
m01710c	diphospho-myo-inositol-polyphosphate	diphospho-myo-inositol-polyphosphate	X	O3PX	0	-1	
m01719c	DNA containing 6-O-methylguanine	DNA containing 6-O-methylguanine	C11H16N5O7P(C5H8O5PR)n(C5H8O5PR)n	C21H28N5O17P3R2	0	-4	
m01720c	DNA containing guanine	DNA containing guanine	C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n	C20H26N5O17P3R2	0	-4	
m01730c	dolichol	dolichol	C1080H1768O10	C100H164O	0	0	
m01730r	dolichol	dolichol	C1080H1768O10	C100H164O	0	0	
m01730s	dolichol	dolichol	C1080H1768O10	C100H164O	0	0	
m01730x	dolichol	dolichol	C1080H1768O10	C100H164O	0	0	
m01731c	dolichyl-D-glucosyl-phosphate	dolichyl-D-glucosyl-phosphate	C1140H1868O90P10	C106H174O9P	-10	-1	
m01731r	dolichyl-D-glucosyl-phosphate	dolichyl-D-glucosyl-phosphate	C1140H1868O90P10	C106H174O9P	-10	-1	
m01732c	dolichyl-diphosphate	dolichyl-diphosphate	C1080H1758O70P20	C100H163O7P2	-30	-3	
m01732r	dolichyl-diphosphate	dolichyl-diphosphate	C1080H1758O70P20	C100H163O7P2	-30	-3	
m01733c	dolichyl-phosphate	dolichyl-phosphate	C1080H1758O40P10	C100H163O4P	-20	-2	
m01733r	dolichyl-phosphate	dolichyl-phosphate	C1080H1758O40P10	C100H163O4P	-20	-2	
m01734c	dolichyl-phosphate-D-mannose	dolichyl-phosphate-D-mannose	C1140H1868O90P10	C106H174O9P	-10	-1	
m01734r	dolichyl-phosphate-D-mannose	dolichyl-phosphate-D-mannose	C1140H1868O90P10	C106H174O9P	-10	-1	
m01779r	em2emgacpail heparan sulfate	em2emgacpail heparan sulfate	C53H100N3O35P3RCO2R2CO2	C55H100N3O39P3R2	0	0	
m01780r	em2emgacpail_prot heparan sulfate	em2emgacpail_prot heparan sulfate	C53H100N3O35P3RCO2R2CO2X	C55H100N3O39P3R2X	0	0	
m01781r	em3gacpail heparan sulfate	em3gacpail heparan sulfate	C51H94N2O32P2RCO2R2CO2	C53H94N2O36P2R2	0	0	
m01782r	emem2gacpail heparan sulfate	emem2gacpail heparan sulfate	C53H100N3O35P3RCO2R2CO2	C55H100N3O39P3R2	0	0	
m01783r	emgacpail heparan sulfate	emgacpail heparan sulfate	C39H74N2O22P2RCO2R2CO2	C41H74N2O26P2R2	0	0	
m01792c	estrone-2,3-semiquinone	estrone-2,3-semiquinone	C18H20O3	C18H21O3	0	0	
m01792l	estrone-2,3-semiquinone	estrone-2,3-semiquinone	C18H20O3	C18H21O3	0	0	
m01792r	estrone-2,3-semiquinone	estrone-2,3-semiquinone	C18H20O3	C18H21O3	0	0	
m01794c	estrone-3,4-semiquinone	estrone-3,4-semiquinone	C18H20O3	C18H21O3	0	0	
m01794l	estrone-3,4-semiquinone	estrone-3,4-semiquinone	C18H20O3	C18H21O3	0	0	
m01794r	estrone-3,4-semiquinone	estrone-3,4-semiquinone	C18H20O3	C18H21O3	0	0	
m01807c	(ADDED)	fatty acid-chylomicron pool		CHO2R	0	0	
m01808c	fatty acid-LD-PC pool (liver tissue)	fatty acid-LD-PC pool (liver tissue)	CHO2R	CO2R	0	-1	
m01808r	fatty acid-LD-PC pool (liver tissue)	fatty acid-LD-PC pool (liver tissue)	CHO2R	CO2R	0	-1	
m01809c	fatty acid-LD-PE pool (liver tissue)	fatty acid-LD-PE pool (liver tissue)	CHO2R	CO2R	0	-1	
m01810c	fatty acid-LD-PI pool (liver tissue)	fatty acid-LD-PI pool (liver tissue)	CHO2R	CO2R	0	-1	
m01811c	fatty acid-LD-PS pool (liver tissue)	fatty acid-LD-PS pool (liver tissue)	CHO2R	CO2R	0	-1	
m01812c	fatty acid-LD-SM pool (liver tissue)	fatty acid-LD-SM pool (liver tissue)	CHO2R	CO2R	0	-1	
m01813c	fatty acid-LD-TG1 pool (liver tissue)	fatty acid-LD-TG1 pool (liver tissue)	CHO2R	CO2R	0	-1	
m01814c	fatty acid-LD-TG2 pool (liver tissue)	fatty acid-LD-TG2 pool (liver tissue)	CHO2R	CO2R	0	-1	
m01815c	fatty acid-LD-TG3 pool (liver tissue)	fatty acid-LD-TG3 pool (liver tissue)	CHO2R	CO2R	0	-1	
m01816n	fatty acid-ligands	fatty acid-ligands	X	R	0	0	
m01818c	fatty acid-retinol pool	(DELETED)	C20H29OR2CO		0	0	metabolite is a duplicate and was therefore removed
m01818s	fatty acid-retinol pool	(DELETED)	C20H29OR2CO		0	0	metabolite is a duplicate and was therefore removed
m01818x	fatty acid-retinol pool	(DELETED)	C20H29OR2CO		0	0	metabolite is a duplicate and was therefore removed
m01820c	(ADDED)	fatty acid-VLDL pool		CHO2R	0	0	
m01827c	fibrinogen	fibrinogen	X	C12932H19804N3662O4205S96	0	0	
m01827l	fibrinogen	fibrinogen	X	C12932H19804N3662O4205S96	0	0	
m01827s	fibrinogen	fibrinogen	X	C12932H19804N3662O4205S96	0	0	
m01827x	fibrinogen	fibrinogen	X	C12932H19804N3662O4205S96	0	0	
m01849c	fuc-3-isoLM1	fuc-3-isoLM1	X	C62H106N3O35R	0	0	
m01855g	fucfucgalacglcgal14acglcgalgluside heparan sulfate	fucfucgalacglcgal14acglcgalgluside heparan sulfate	X	C70H122N3O40RCO	0	0	
m01857g	fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate	fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate	X	C84H145N4O50RCO	0	0	
m01858g	fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate	fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate	X	C78H135N4O46RCO	0	0	
m01864c	G(5)pppR-RNA	G(5)pppR-RNA	C20H31N5O23P4R2(C5H8O6PR)n	C25H34N5O29P5R3	0	-5	
m01865c	G00005	G00005	X	C134H220N2O32P2	0	-2	
m01866c	G00006	G00006	C1540H2528N20O420P20	C146H240N2O42P2	-20	-2	
m01866r	G00006	G00006	C1540H2528N20O420P20	C146H240N2O42P2	-20	-2	
m01867r	G00007	G00007	X	C170H280N2O62P2	0	-2	
m01868g	G00020	G00020		C58H96N5O40X	0	0	
m01869g	G00021	G00021	C82H135N8O55	C66H109N6O45X	0	0	
m01870g	G00022	G00022	C90H148N9O60	C74H122N7O50X	0	0	
m01870s	G00022	G00022	C90H148N9O60	C74H122N7O50X	0	0	
m01870x	G00022	G00022	C90H148N9O60	C74H122N7O50X	0	0	
m01871g	G00031	G00031	X	C16H27N2O10X	0	0	
m01872g	G00032	G00032	X	C22H37N2O15X	0	0	
m01872s	G00032	G00032	X	C22H37N2O15X	0	0	
m01872x	G00032	G00032	X	C22H37N2O15X	0	0	
m01873c	G00038	G00038	X	C51H89N2O28R	0	0	
m01876c	G00057	G00057	X	C64H112N3O36RCO	0	0	
m01877c	G00072	G00072	X	C72H125N4O41RCO	0	0	
m01878c	G00073	G00073	X	C78H135N4O46RCO	0	0	
m01879c	G00074	G00074	X	C84H145N4O50RCO	0	0	
