gene	DLD1	GBM	HCT116	HELA	RPE1
ENSG00000102302	0.864498016	10.89888999	2.031600245	4.039516937	11.58973232
ENSG00000102309	44.66801205	40.78383257	29.12574868	56.01321836	35.43757922
ENSG00000102312	7.436152391	17.79091937	9.023042065	17.70923197	20.58762815
ENSG00000102313	0.029941217	0.015752166	0.017373533	0.004339799	0.007024683
ENSG00000102316	91.16680262	266.0376671	61.41858138	180.7810328	181.7446505
ENSG00000102317	194.3579931	210.6143562	313.1866499	505.0267534	424.2723272
ENSG00000102349	0.607416183	0.08325207	0.302707558	0.000899977	0.01250296
ENSG00000102359	0.191677469	18.81944461	2.329358759	0.290923129	9.66219432
ENSG00000102362	6.917839859	5.391104921	17.05013723	13.75513145	7.192407963
ENSG00000102383	0.022495175	0.024169682	0.05169219	0.013945148	0.0975765
ENSG00000102384	20.54273881	13.69535881	17.44497203	17.98170322	39.76104875
ENSG00000102385	0.338030122	0.229458091	0.679853327	0.45599045	0.634409735
ENSG00000102387	0.299312027	0.373164185	0.188597996	10.36119368	0.060624677
ENSG00000102393	66.2266624	51.19958759	47.98485775	162.926744	41.79661342
ENSG00000102401	19.36645051	32.03871897	14.61629701	86.93731726	24.04855417
ENSG00000102409	0	42.3106624	0.030648059	0	3.935761345
ENSG00000102445	2.627762297	7.542315043	0.034606592	6.31E-05	0
ENSG00000102452	0.002432291	0.62189694	0.00349933	4.51282235	4.061001223
ENSG00000102466	0.025242573	0.217211567	0.002334266	0.281079859	0.607869059
ENSG00000102468	0.000489623	0.024738587	0.001026097	0.001530877	0.000166951
ENSG00000102471	78.32465965	92.81570508	42.82717082	64.16745302	37.38128803
ENSG00000102524	0.489985812	1.7134352	0.31503778	0.784060364	0.096942243
ENSG00000102531	18.75818835	44.78627213	23.00747966	45.17820433	32.22567595
ENSG00000102539	0	0.055302964	0.044692237	0.052848448	0
ENSG00000102543	8.065706441	16.71383988	19.1709242	17.6234043	11.36663704
ENSG00000102547	7.462025028	9.545084956	2.707928294	3.297486382	5.635441377
ENSG00000102554	131.4631969	90.40240567	32.99803121	208.531809	7.556089361
ENSG00000102572	96.03242124	51.77077856	109.0429753	96.3986273	108.5847382
ENSG00000102575	0.539252279	7.320280529	0.253520827	0.02640965	0.582825249
ENSG00000102580	17.01011274	15.98778224	17.73785062	11.45909361	20.8463168
ENSG00000102595	20.37244372	30.41475588	17.98566557	43.63849428	24.87996504
ENSG00000102606	36.4299217	30.73282998	27.66874249	27.43766578	25.36789024
ENSG00000102678	3.628245118	0.098581284	7.061461047	0.000558385	0.099177617
ENSG00000102683	0.077224399	0.847946034	0.074463207	0.001346536	0.095060437
ENSG00000102699	42.99657482	92.4304192	51.57277739	25.22847752	37.27774124
ENSG00000102738	40.7045811	21.87714841	32.07304995	19.43511902	17.18965611
ENSG00000102743	23.04976538	16.48347745	17.09751637	11.26184261	14.26269017
ENSG00000102753	52.46370494	46.94867313	44.73944587	31.91700807	51.46162451
ENSG00000102755	0.144655615	0.033542515	0.003802912	0.002126856	0.001369273
ENSG00000102760	2.448995813	2.708773119	6.651978506	43.5176073	0.45653291
ENSG00000102763	15.15953301	10.38902059	11.69765009	9.760288749	6.889140703
ENSG00000102780	7.182298463	5.19958644	4.365448077	3.788555657	4.876508948
ENSG00000102781	4.66441387	10.4905098	10.14623029	6.663899245	45.48635943
ENSG00000102786	28.71793212	35.62528095	38.97307489	37.28184408	30.10820593
ENSG00000102794	0.004702401	0.000945543	0.003361867	0	0.000347635
ENSG00000102796	8.526519986	3.147095829	3.174052569	4.283060457	5.264222613
ENSG00000102804	121.8955142	604.0581352	309.3032242	225.2112843	86.4395266
ENSG00000102805	5.847034449	6.729856328	6.006163943	20.64460361	10.4290694
ENSG00000102837	0.000816384	0.129350131	0.001894091	0.011846276	0.000166951
ENSG00000102854	0.298656654	2.661916004	34.90454238	140.5605171	2.445005744
ENSG00000102858	31.44918083	48.80761698	33.02092176	41.16893858	37.40721962
ENSG00000102870	8.004319431	17.1961852	10.68100643	9.238986751	12.36258371
ENSG00000102871	16.67127948	14.12006153	12.30553662	5.020257077	12.47464027
ENSG00000102878	31.60222272	109.4661756	40.32000471	45.58734671	12.58771111
ENSG00000102879	57.81167408	11.62584919	5.058777912	1.495376371	9.313059558
ENSG00000102882	85.23764696	89.34318081	105.3280739	79.88597709	73.69883338
ENSG00000102886	22.14084852	1.547803127	4.423513915	1.497482385	1.446868349
ENSG00000102890	13.90000987	2.636028525	28.84433662	1.385880023	1.659904992
ENSG00000102891	0.001294323	0.01856275	0.010072443	0	0.010788664
ENSG00000102893	18.95440769	27.56197857	32.36349559	32.40779743	54.35913789
ENSG00000102897	15.76017931	51.09319272	58.9160467	16.27139762	21.40315248
ENSG00000102898	210.9243821	154.2806256	175.6824509	122.19255	193.8473999
ENSG00000102900	116.2826448	64.67652699	131.6703051	103.5342395	90.67497963
ENSG00000102901	39.50879425	32.06094722	36.97239574	47.98785816	57.93963705
ENSG00000102904	0.980835114	1.753513448	7.864039151	5.126221134	1.317014375
ENSG00000102908	31.4055908	35.99781257	46.6723101	11.09106675	13.27873721
ENSG00000102910	52.28213831	35.87320475	36.36218705	35.8864454	31.47469378
ENSG00000102921	24.51751338	29.31701368	30.25811644	17.84494823	21.16690649
ENSG00000102924	0	3.925061177	0	0	0
ENSG00000102931	26.04250804	31.57546737	37.85442091	53.87978686	44.64268231
ENSG00000102934	8.212677229	1.35545234	3.089009254	6.668535676	0.087693189
ENSG00000102935	0.000652211	8.672654446	0.150791937	0.057380096	0.000347635
ENSG00000102962	0.017163031	0.005245986	0.014156471	0	0.004460061
ENSG00000102967	16.76407146	9.387301611	18.13601196	12.1474614	9.642087663
ENSG00000102970	0.113286486	0.144554853	0.013138499	0.011512286	0.008383734
ENSG00000102974	46.75969186	33.37690741	34.28087239	23.68491481	35.04654637
ENSG00000102977	49.94351092	28.41610719	49.88464911	22.09728419	35.65944847
ENSG00000102978	77.99952581	88.54156531	97.25696181	78.94989854	65.41399585
ENSG00000102981	10.30611761	1.574081447	5.602971506	2.537504878	4.038449895
ENSG00000102984	3.50166326	14.14949294	3.167428845	3.49410457	4.083677949
ENSG00000102996	27.18679542	1.038704997	23.68755376	4.334097958	4.257821494
ENSG00000103005	73.3830326	34.94016728	67.2579569	37.6978678	43.03179462
ENSG00000103018	414.9047843	269.1912872	622.06102	216.4859274	148.6462061
ENSG00000103021	7.472399216	2.799093185	7.798778276	3.395566102	1.959320207
ENSG00000103023	3.277478774	0.804041344	2.089126716	1.173314201	0.596706485
ENSG00000103024	75.44656545	58.49032489	85.13608204	40.26533626	21.97484985
ENSG00000103034	4.806020454	45.66434664	21.45087607	7.069696188	35.80813212
ENSG00000103035	206.583288	211.0528111	157.6752693	141.2442889	163.9093454
ENSG00000103037	52.42734125	10.55627486	27.30654877	22.15869901	15.50124762
ENSG00000103042	15.05470668	13.19152864	9.888954354	16.20377293	20.51634113
ENSG00000103043	30.27220135	23.87545246	23.93527553	22.57773291	51.3190928
ENSG00000103044	3.857463932	3.607782216	22.81678159	16.96334051	6.032752624
ENSG00000103051	49.7016921	42.9313193	53.61457658	45.84096525	64.20084169
ENSG00000103056	0.798150336	0.426783904	1.021345777	0.560145602	0.220528193
ENSG00000103061	37.7675339	29.29668673	23.54015229	32.38532609	28.90106183
ENSG00000103064	94.57886419	57.3259602	39.38055247	66.06363663	65.50476554
ENSG00000103066	25.32993174	8.600661251	7.543095915	10.31093256	42.14586075
ENSG00000103067	131.0083128	0.187094811	27.17430682	13.46223667	0.29128555
ENSG00000103089	5.461981352	0.000567086	3.479562843	4.801432211	0.001203408
ENSG00000103091	54.42749904	68.27058982	69.14924585	40.34920013	25.95523517
ENSG00000103111	28.20472918	35.23216001	20.06900392	18.46223359	31.82589304
ENSG00000103121	104.0020586	103.9199017	159.4338394	213.5051886	163.2290101
ENSG00000103126	29.30136855	13.45975873	10.43189006	15.40314227	17.33337494
ENSG00000103145	35.01803341	106.3985163	128.2470597	150.4419312	68.80998723
ENSG00000103148	56.26936892	48.63869061	26.06674282	36.56481285	31.95860018
ENSG00000103150	11.60506142	4.326955121	5.583536191	3.160027207	3.881340847
ENSG00000103152	71.47496628	95.82340528	28.54583874	37.25599548	54.43457167
ENSG00000103154	0.004862258	0.871077602	0.156032026	0.1270793	0.006857897
ENSG00000103160	22.954036	42.63464154	49.0274099	15.72727282	24.40141825
ENSG00000103168	46.88956208	41.55464207	78.34000619	26.42882254	34.65982625
ENSG00000103174	14.03571082	5.811629507	15.05893944	15.55356463	18.63031015
ENSG00000103175	0.018942451	0.002997192	0.07125074	6.567272896	0.002061175
ENSG00000103184	0.126777139	0.155066443	0.070657738	0.00523648	0.001203408
ENSG00000103187	92.11979672	215.7868359	241.1620058	53.35924327	371.9174368
ENSG00000103194	103.6421828	66.49535863	164.1439596	67.31208734	76.45727971
ENSG00000103196	8.724176535	0.285771463	1.658991698	0.672837933	4.742692381
ENSG00000103197	48.746065	52.63953089	47.78564815	55.47207195	37.35537441
ENSG00000103199	10.3635156	9.393823645	9.571516047	7.531471868	11.72731069
ENSG00000103202	87.57372464	307.0862916	69.00557311	45.80918597	131.1175161
ENSG00000103222	34.80015888	39.61310445	43.66677024	57.70852761	42.82342589
ENSG00000103226	63.04554238	113.878447	96.71906649	147.8570382	81.32355023
ENSG00000103227	9.681853201	23.44869244	7.918839409	0.456986975	6.690982761
ENSG00000103241	0.062471787	18.50865356	2.014651031	27.05961028	0
ENSG00000103245	29.44396386	18.7152726	28.27002694	17.11709227	22.56180556
ENSG00000103248	20.55699411	18.30431334	25.37113713	18.18249021	14.33214461
ENSG00000103249	49.97815234	44.72420222	41.88737122	66.52330372	67.7214192
ENSG00000103253	63.00184646	19.02952961	29.88276085	88.58009677	14.16405231
ENSG00000103254	49.42676063	18.2662512	35.93605671	24.25026886	34.68387081
ENSG00000103257	168.9619495	76.3858963	164.1439596	484.7890471	180.114168
ENSG00000103260	7.410369267	108.0337346	127.8033081	34.32827977	132.396249
ENSG00000103264	30.63121566	15.98778224	32.47590419	17.26025194	17.56338873
ENSG00000103266	181.8448635	123.4145995	178.0116492	242.7194333	127.5316326
ENSG00000103269	4.839561537	2.323007897	5.422911691	7.243863851	0.5153981
ENSG00000103274	33.75434246	21.23416391	20.04118142	42.65112896	30.95514415
ENSG00000103275	229.8567435	195.9647519	265.370978	313.4684234	215.6862616
ENSG00000103310	0.000489623	0.000755396	0.013004245	0.001463681	0.002573137
ENSG00000103313	0.001452529	0.068826272	0.081786259	0.144883214	0.006511387
ENSG00000103316	0.072677128	0.229630191	4.978537506	0.091275346	1.291370965
ENSG00000103319	20.51425784	21.86197659	18.55597116	27.41863827	18.33538279
ENSG00000103335	108.946683	87.74714066	99.09453797	133.0693459	144.1806437
ENSG00000103342	211.2170106	159.2796992	125.0861104	207.3785376	204.1922116
ENSG00000103343	13.89036725	8.727043685	5.972870144	9.098823903	9.443304024
ENSG00000103351	21.062206	30.01658058	30.53213397	18.91616578	21.59704095
ENSG00000103353	73.94481262	68.17598629	60.0293171	61.12727704	58.06028014
ENSG00000103355	0.02736248	3.393186532	0.054029919	0.074271746	0.074314998
ENSG00000103356	42.8774833	25.09818802	55.50580535	29.20529701	25.74009915
ENSG00000103363	481.9181437	423.0031016	441.0805715	758.0964971	445.3665915
ENSG00000103365	114.5226299	64.49740204	103.5183499	122.872138	74.36608321
ENSG00000103375	0.008740446	0.002817102	0.074032124	0.002456494	0.007024683
ENSG00000103381	18.92812709	0.782652432	9.054418479	1.651239955	0.000517976
ENSG00000103404	7.855611793	5.07098309	7.891391799	7.852267159	7.514210785
ENSG00000103415	115.3193103	60.89046038	63.89435489	57.78861563	70.40247236
ENSG00000103423	100.9475078	55.02811552	98.40994116	145.0146416	47.91447228
ENSG00000103429	50.88730933	60.17694873	43.48548177	78.51319318	85.66397271
ENSG00000103449	0	56.77217505	0	1.814171521	0
ENSG00000103460	0.001137537	11.26824159	0.00131023	0.001446912	0
ENSG00000103479	31.23183368	39.61310445	26.7072177	22.67192135	25.35030079
ENSG00000103485	12.49106661	2.590421118	0.210705886	0.134201058	2.351266315
ENSG00000103489	0.021048367	3.903252598	1.245858025	0.005646664	20.10771323
ENSG00000103490	0	0.512552018	0	1.977651031	0.128764224
ENSG00000103494	11.13165977	13.09118836	6.853668812	9.794252959	16.92925637
ENSG00000103495	243.1321265	226.67305	162.3334411	392.6764919	293.4194734
ENSG00000103496	44.20582806	47.63733508	24.2191582	39.79338772	44.85989957
ENSG00000103502	46.34009182	60.97495702	73.1435245	74.43144247	80.81770019
ENSG00000103507	51.77708672	43.500704	67.2579569	53.13769486	47.15638726
ENSG00000103510	54.99651428	33.35376733	37.12654064	34.85612098	27.70383282
ENSG00000103512	63.39620218	131.268993	83.44153372	138.0496433	74.05737454
ENSG00000103522	0.001452529	14.98851234	0.280843539	0.003985521	0.412431157
ENSG00000103528	3.300388009	0.516247476	9.111170786	2.869689325	0.176580295
ENSG00000103534	37.50654269	0.089968192	5.498816503	1.417473267	0.003942802
ENSG00000103540	17.63499656	22.91799434	25.33596941	21.67211532	24.13210414
ENSG00000103544	41.44509635	37.91969335	24.11858213	73.25387678	57.34017039
ENSG00000103546	0.098417313	0	0.000296414	0.00131317	0.000517976
ENSG00000103549	159.7361011	122.8171477	133.8792764	120.6771857	95.71326297
ENSG00000103569	0.001948353	0.024169682	0.004241724	0.00023765	0
ENSG00000103591	79.52845296	56.37989152	64.33887682	50.61991031	52.43411961
ENSG00000103599	1.790936774	5.07098309	5.634208455	1.816719785	2.766388535
ENSG00000103642	11.55683039	2.626843709	2.648205517	23.05261686	25.66878388
ENSG00000103647	0.230492814	0.577753446	1.697714337	0.017627402	19.62535639
ENSG00000103653	100.5284835	71.17054834	70.79858916	30.48875639	70.79404617
ENSG00000103657	24.26375292	27.33352002	23.19977052	23.91609519	26.88979232
ENSG00000103671	17.19999137	19.4972947	24.16881788	16.52177496	19.55739858
ENSG00000103707	22.54377858	15.25083457	44.70843548	20.34594682	21.86840259
ENSG00000103710	0.019260401	26.43845354	0.004241724	0.073002517	0.001203408
ENSG00000103723	0.062964	0.720226133	0.347372713	0.046479014	0.02774938
ENSG00000103740	9.026134846	5.063932118	10.38132615	4.988895159	6.267845285
ENSG00000103742	0.087530949	2.166187764	0.423081008	0.221994568	0.000689978
ENSG00000103769	335.3730936	224.3282989	293.4303683	212.7664381	258.2830861
ENSG00000103811	92.63212625	2.158628474	17.49344741	3.182165094	58.87101044
ENSG00000103852	14.58175484	19.56504948	11.48846459	10.82468841	12.14147718
ENSG00000103855	101.0875702	110.9176062	67.35128113	50.27009598	121.8280269
ENSG00000103876	20.1196423	58.69345366	16.32098596	18.77231296	75.03937273
ENSG00000103888	39.23577528	0.334708323	0.863799362	0.776269005	6.431117051
ENSG00000103932	32.11033503	22.36824111	28.19171393	18.14467284	18.19598405
ENSG00000103942	2.384911666	22.50833491	2.352215382	0.745848755	0.380621116
ENSG00000103966	46.82458196	21.92272701	28.506273	10.50614797	35.11953507
ENSG00000103978	49.11927957	36.09781023	41.13898508	53.95456344	52.61621713
ENSG00000103995	19.12612254	25.67933028	20.222719	19.28732442	14.77651724
ENSG00000104043	0.894292129	0.057543183	0.316641071	6.454060445	0.001203408
ENSG00000104044	0.001948353	0.074786792	0.003802912	0.201216527	0.001369273
ENSG00000104047	29.8552122	30.35153695	33.76185993	26.22790639	24.79382767
ENSG00000104055	0	0.002432008	0.022485821	0.001514061	0.098614699
ENSG00000104059	13.5570517	0.271952851	0.138120118	0.001903803	1.420720908
ENSG00000104064	14.83692232	27.01310606	20.97999813	22.89322374	31.78177984
ENSG00000104067	73.68892701	49.93733544	40.43199115	14.71334218	44.0278376
ENSG00000104081	2.981177017	4.261189232	0.324775258	11.49097218	11.77625612
ENSG00000104093	20.4432279	23.8920204	15.70994433	24.46997923	12.10781307
ENSG00000104112	0.045144346	0.059633567	0.013584234	0.001379948	0.006169885
ENSG00000104129	27.5474226	36.42472405	18.11086731	17.04595774	17.56338873
ENSG00000104131	201.4917394	115.8693348	96.7861404	161.465016	129.4915596
ENSG00000104133	31.14531578	28.99346715	30.21617862	26.10084597	25.65098594
ENSG00000104140	13.004134	0.305822826	3.625421112	10.28232122	0.153622856
ENSG00000104142	23.97932928	16.93566208	13.41129475	7.989919833	21.4924224
ENSG00000104147	28.55903731	10.77099702	26.76284197	37.59342893	37.48512232
ENSG00000104154	0.755291989	0.947586133	1.460638074	0.446138351	2.627214128
ENSG00000104164	40.76107122	53.26370001	49.40276568	33.06628842	49.15964618
ENSG00000104177	0.002757695	45.47475053	0.002334266	0	113.432265
ENSG00000104205	6.718885355	1.951792141	18.50455392	6.463045421	6.817706866
ENSG00000104213	9.319092727	85.8813828	7.885913683	14.10326017	0.000689978
ENSG00000104218	19.24591172	9.433050928	21.15535455	16.04707143	7.999003982
ENSG00000104219	99.14425538	13.5065527	54.62769586	39.40887829	104.0164247
ENSG00000104221	12.96808402	22.94981347	12.28846912	10.10528646	11.1710709
ENSG00000104228	20.47161034	16.97095446	20.13872913	19.00828121	15.03510548
ENSG00000104231	41.50261374	39.04039796	120.4066487	70.75780626	29.59067085
ENSG00000104237	0.040642129	0.548321716	0	0.023790724	0.108740223
ENSG00000104267	13.98709496	0.341385464	62.53575602	42.38574416	0
ENSG00000104290	4.696970001	9.807147641	8.068711541	2.725069041	0.15209121
ENSG00000104299	22.54377858	15.09289607	22.62766312	19.00828121	14.77651724
ENSG00000104312	14.74455224	21.80139438	26.55945057	14.5104662	17.0353038
ENSG00000104313	0.000328606	0.002068214	0.001610762	6.194530325	0.000166951
ENSG00000104320	38.18890097	51.4130422	32.1844502	29.3882009	33.89913447
ENSG00000104321	0	0	0.000441657	5.363510629	11.16331852
ENSG00000104324	3.830706693	1.540220602	0.899832638	1.60095684	28.58212077
ENSG00000104325	56.81822609	160.4989313	71.29113383	96.53238839	76.56336926
ENSG00000104327	1.535347467	58.93813928	11.11204215	0.217290555	0.823720108
ENSG00000104331	49.28986554	66.03591216	33.7852801	45.90458994	61.0322697
ENSG00000104332	0.000652211	252.209908	0.00131023	0.005863918	294.0302925
ENSG00000104341	41.64675657	213.8509656	263.3552086	205.0910916	81.662541
ENSG00000104343	11.72652025	18.24092038	29.49160013	15.27536555	13.58636973
ENSG00000104356	25.36509329	33.35376733	24.77986601	17.80783202	18.18336406
ENSG00000104361	22.55942137	0.399259711	5.76490755	1.933769433	3.557784281
ENSG00000104365	44.88534795	51.80668877	36.46318486	58.55501498	67.62757871
ENSG00000104368	1.229288361	403.8067993	8.745494474	6.17731627	28.09080292
ENSG00000104369	18.9018829	0.160076831	12.01024467	12.85922818	0.039713341
ENSG00000104371	0	0	0	0	0
ENSG00000104375	25.38269235	25.89397228	39.90281005	15.08568224	19.70721727
ENSG00000104381	21.86612041	0.216069475	34.23336172	12.64670245	5.879567593
ENSG00000104388	111.8548524	128.1222571	83.15279744	148.3704396	143.184597
ENSG00000104408	457.8216119	438.2245967	827.1015657	810.8214822	233.9083244
ENSG00000104412	34.27326377	38.13065308	43.21495883	50.16562364	37.48512232
ENSG00000104413	9.325565691	0.030928199	67.1182129	0.709954612	0.019173826
ENSG00000104415	0	4.276048085	0.002043375	0	0
ENSG00000104419	62.43654721	48.97712983	296.2918375	198.5165835	11.04767539
ENSG00000104427	6.530175372	23.99166954	9.544974506	13.2950346	14.58296535
ENSG00000104432	1.913939173	1.962749467	4.189936381	2.788646355	1.355473103
ENSG00000104435	0	0	0.001026097	0.000949183	0.000166951
ENSG00000104442	33.0364368	35.30553847	43.42521964	28.07303005	43.78427641
ENSG00000104447	5.279044037	19.3893743	0.002043375	6.617711265	4.580555666
ENSG00000104450	11.65349347	4.332983717	8.880102943	27.72466673	11.1710709
ENSG00000104472	64.14784193	55.02811552	61.20603872	73.25387678	38.48604015
ENSG00000104490	0.302830462	0.003377225	0.42338449	0.001972221	0.001369273
ENSG00000104497	5.826749255	7.8252494	9.813730679	4.515967251	14.22315296
ENSG00000104499	0.004046954	0.009004965	0.00394375	0.00068793	0.002573137
ENSG00000104517	64.68376906	81.69961655	118.0101955	119.0980138	49.33037554
ENSG00000104518	81.25616905	51.84262388	108.2896596	14.16213088	37.04580797
ENSG00000104522	92.56792959	39.86111356	119.3264175	119.2632648	102.1583434
ENSG00000104524	28.83768279	9.732513848	15.63383317	16.67152984	13.71902141
ENSG00000104529	1259.533884	927.7287308	1204.257892	1928.500694	824.2139216
ENSG00000104537	0.001452529	0.045183645	0.015046958	0.002144097	0.049675044
ENSG00000104549	44.2671753	221.5465888	32.11756372	26.79807257	31.40927643
ENSG00000104611	45.57530942	7.500503661	31.45629339	54.51870433	69.52933007
ENSG00000104613	133.4835223	65.99014242	244.8679499	450.1331746	54.51011009
ENSG00000104626	26.47963408	43.11031554	30.8086318	22.94092572	19.18115682
ENSG00000104635	77.40694771	37.63152719	60.57281264	60.03511302	72.3822366
ENSG00000104643	6.194244468	6.943673449	4.083476011	6.928552591	8.694281474
ENSG00000104660	58.70026277	51.66319717	53.28106174	97.06929093	45.67599715
ENSG00000104671	30.54636072	22.24444486	47.22569941	62.54213368	33.08622155
ENSG00000104679	40.36728004	30.94672409	38.67693914	30.9575991	36.6116399
ENSG00000104687	115.0797261	42.16421378	135.8425015	110.2766483	53.68491912
ENSG00000104689	39.34475583	9.180965637	47.88514939	29.8608389	5.286232841
ENSG00000104691	37.79373265	6.230095616	24.52340835	26.64975801	17.47829417
ENSG00000104695	54.01396523	83.88064248	108.2896596	113.6136408	104.5224251
ENSG00000104714	14.90916516	12.01979436	19.33117041	20.90407811	11.17882865
ENSG00000104722	0	0.102382458	0	0.023758483	0
ENSG00000104723	0.004529395	0.332997514	0.00349933	163.0397312	126.037482
ENSG00000104725	0	1.627967911	0	0.014098029	0
ENSG00000104728	0.259424806	31.79522249	57.18551706	31.45545755	36.33342156
ENSG00000104731	51.1703623	27.79234531	66.05644183	26.48388424	28.1102926
ENSG00000104738	721.4023892	369.5216747	680.7188325	750.7752425	416.9832885
ENSG00000104755	0.002099801	0.008433895	0.003361867	0.003930008	0.000517976
ENSG00000104756	32.55880452	64.9011327	49.95387212	33.76155921	48.04755128
ENSG00000104760	0.001452529	0.169618907	0.004085667	0.192540717	0.000166951
ENSG00000104763	81.1435797	8.29551865	63.76159804	101.8257642	75.09141597
ENSG00000104765	75.28980811	42.19346291	50.12735009	89.75469571	102.5841641
ENSG00000104774	39.29022779	39.42127528	23.21586708	18.10693402	28.50293666
ENSG00000104783	0.372506448	89.2812613	89.55555385	113.5349014	74.93539443
ENSG00000104804	0.209237049	0.487038062	0.084977975	0.002075204	0.009246576
ENSG00000104805	63.5722626	117.7316728	91.62798054	244.2384709	169.6901998
ENSG00000104808	1.756202117	0.157614949	6.896649215	0.213003539	0.437238204
ENSG00000104812	76.60613366	43.68207318	59.32594175	51.57661055	48.92161694
ENSG00000104814	0.861451088	0.801194723	3.572820418	0.557324281	0.084052683
ENSG00000104818	0.111062264	0.1074387	2.94817069	0.008130037	0.454894192
ENSG00000104823	109.3249747	142.3598409	85.13608204	241.0426906	31.06267207
ENSG00000104824	523.3557518	384.6808131	629.8710596	470.2262272	467.1856401
ENSG00000104825	23.01781134	15.46398994	31.80725932	14.57103396	17.42985377
ENSG00000104826	2.298303692	0.917909952	0.925540792	0.071032196	0.589936531
ENSG00000104827	0.222586095	0.157492749	0.13415009	1.58E-05	1.108643514
ENSG00000104833	1.814893591	3.016028274	54.93153873	6.387068688	3.412157369
ENSG00000104835	28.55903731	21.83166449	58.30650679	42.09280737	21.82294021
ENSG00000104848	0.002099801	0.182579418	0.043070933	0	0.096705302
ENSG00000104852	304.5670578	303.068297	268.5166465	272.3202585	252.4418249
ENSG00000104853	108.946683	89.90239196	106.8726658	122.2772926	115.6556101
ENSG00000104856	12.30178742	22.5708799	5.083453903	7.406843064	2.964103504
ENSG00000104859	89.84914801	68.7455797	86.44451598	91.57759592	43.54206207
ENSG00000104863	4.713332886	6.437022121	7.798778276	6.909306213	6.575741554
ENSG00000104866	21.26774765	27.08815826	31.78520973	14.87768014	29.0215796
ENSG00000104870	0.380948832	72.01436934	0.894775989	5.382210332	0.485626249
ENSG00000104872	144.5606665	65.17168909	133.9721167	129.2506007	90.54934079
ENSG00000104879	0.001948353	0.078893918	0.072993876	0.007938068	0.0042813
ENSG00000104880	19.4067975	19.71493914	18.28761412	7.956665323	24.13210414
ENSG00000104881	39.64601503	1.559793105	44.61553317	61.98089945	59.23952197
ENSG00000104883	1.712522485	2.241671879	2.196780447	0.918270847	0.577855733
ENSG00000104884	44.88534795	34.72276107	54.25025397	31.12986775	72.93636394
ENSG00000104885	50.53569322	42.9015589	37.64501162	27.95642568	29.73467783
ENSG00000104886	150.7002325	97.43112603	100.1303718	63.50351181	92.58061344
ENSG00000104888	0.158605998	0.198529933	1.526486375	0.063607966	0.141747567
ENSG00000104889	117.5796188	72.31457045	91.81874419	158.1416461	104.8126725
ENSG00000104892	2.713422278	0.040490578	12.86437917	2.17235282	0.342339528
ENSG00000104894	2.471309716	6.554421521	5.681389858	19.08759381	1.448899276
ENSG00000104897	86.00933342	138.6586054	171.828268	133.4388676	85.24925238
ENSG00000104899	21.68486339	4.980078501	24.83147829	5.318894877	1.509037768
ENSG00000104901	0.43622309	0.774363312	0.826849755	0.029175985	0.268842979
ENSG00000104903	0.327152148	0.044610184	0.10961968	0.042518702	0.044857283
ENSG00000104904	1256.917445	1027.955469	884.0121132	521.3896173	868.7977518
ENSG00000104907	108.8711819	69.94755891	114.068887	125.1937693	56.70757203
ENSG00000104915	120.6345396	222.0078004	153.6825036	164.0601473	79.15414363
ENSG00000104918	0	0	0	0	0
ENSG00000104921	0.000816384	0.001682332	0.006568468	0.00485134	0
ENSG00000104936	25.68375033	40.41781563	35.17180512	34.7113651	31.64980655
ENSG00000104938	0	0.156396748	0.00539894	0.00291467	0
ENSG00000104941	0.009387932	0.520342174	0.020436812	0.014586367	0.011652977
ENSG00000104946	25.25975472	41.98914409	24.08514962	38.38382457	25.65098594
ENSG00000104951	1.094688342	5.109938643	1.099553745	0.511398214	0.898552451
ENSG00000104953	6.831863939	0.209016121	9.505299918	2.465769388	0.383387631
ENSG00000104957	25.27728074	54.68578424	29.32843583	23.45596697	25.31515844
ENSG00000104960	98.32288276	252.9102047	159.8765378	143.912992	73.39289397
ENSG00000104964	557.4315583	992.9388933	740.7884126	933.331523	870.6062813
ENSG00000104967	0.007445059	0.348952554	1.848812986	0.022644032	0.000689978
ENSG00000104969	75.44656545	69.27188536	96.11748885	51.50512822	68.0980848
ENSG00000104972	0.000328606	0.03694681	0.002630243	0	0.000166951
ENSG00000104973	39.67351631	37.47526927	53.98759699	63.15222236	39.10479146
ENSG00000104974	0.000652211	0	0.005692151	0	0
ENSG00000104976	21.35644935	29.99576889	53.98759699	21.94449003	24.79382767
ENSG00000104979	262.9425776	166.3901067	193.8554539	310.4409991	181.2413978
ENSG00000104980	74.76963163	50.11077038	89.74200354	56.95320323	51.24797501
ENSG00000104983	7.83381677	10.62245146	4.00470694	8.960782218	9.509106483
ENSG00000104998	13.481994	3.849257309	12.99898312	4.80477723	3.640498542
ENSG00000105011	100.5981999	33.89006836	117.8466917	104.0379221	73.49473243
ENSG00000105048	11.61311945	34.22072329	200.8314341	6.938195809	23.35804968
ENSG00000105053	29.42355072	23.36750128	40.54428852	32.07235726	33.618197
ENSG00000105058	84.1805729	82.38216547	75.25243234	73.91714987	87.16165185
ENSG00000105063	56.42564215	67.23712928	69.58206098	60.28540671	57.7391219
ENSG00000105072	4.152791317	5.398609765	6.853668812	28.1705715	4.514116191
ENSG00000105085	6.373270669	4.82656374	5.115356614	5.928875494	6.087513864
