rxns	rxnKEGGID	rxnBiGGID	rxnEHMNID	rxnHepatoNET1ID	rxnREACTOMEID	rxnRecon3DID	rxnMetaNetXID	rxnHMR2ID	rxnRatconID	rxnTCDBID	spontaneous	rxnMAID
"HMR_3849"	"R00610"	"SARCOXp"	""	""	""	"SARCOXp"	""	"HMR_3849"	"RCR11303"	""	0	"MA_03849"
"HMR_3852"	"R02529"	"AACTOOR"	""	""	""	"AACTOOR"	"MNXR95149"	"HMR_3852"	"RCR11304"	""	0	"MA_03852"
"HMR_3856"	"R02527"	""	""	""	""	"LALDO2x;ALCD22_D"	"MNXR101008"	"HMR_3856"	"RCR11305"	""	0	"MA_03856"
"HMR_3860"	"R03758"	"AOBUTDsm"	""	""	""	"AOBUTDsm"	"MNXR95851"	"HMR_3860"	"RCR11306"	""	0	"MA_03860"
"HMR_3883"	"R00220"	"SERD_L"	"R00220C"	"r0060"	""	"r0060"	"MNXR104339"	"HMR_3883"	"RCR10093"	""	0	"MA_03883"
"HMR_3901"	"R00367"	"GNMT"	"R00367C"	"r0111"	""	"GNMT"	"MNXR100391"	"HMR_3901"	"RCR10520"	""	0	"MA_03901"
"HMR_3939"	"R00831"	""	"R00831M"	"r0196"	""	"r0196"	""	"HMR_3939"	"RCR11307"	""	0	"MA_03939"
"HMR_3974"	"R08698"	"2AMACHYD"	""	"r0005"	""	"2AMACHYD"	"MNXR94778"	"HMR_3974"	"RCR10094"	""	0	"MA_03974"
"HMR_4198"	"R00585"	""	"R00585X"	"r0160"	""	"r0160"	"MNXR104504"	"HMR_4198"	"RCR11308"	""	0	"MA_04198"
"HMR_4199"	""	""	"RE2642C"	""	""	"RE2642C"	"MNXR103710"	"HMR_4199"	"RCR14316"	""	0	"MA_04199"
"HMR_4200"	"R00590"	"SERHL"	"R00590C"	"r0161"	""	"SERHL"	"MNXR104344"	"HMR_4200"	"RCR10010"	""	0	"MA_04200"
"HMR_4284"	"R00751"	"THRA"	""	""	""	"HMR_4284"	"MNXR104833"	"HMR_4284"	""	""	0	"MA_04284"
"HMR_4348"	"R00996"	"THRD_L"	""	"r0240"	""	"THRD_L"	"MNXR104714"	"HMR_4348"	"RCR10104"	""	0	"MA_04348"
"HMR_4466"	"R01394"	""	""	""	""	"HMR_4466"	"MNXR100692"	"HMR_4466"	"RCR14317"	""	0	"MA_04466"
"HMR_4467"	"R00585"	"SPTix"	""	""	""	"SPTix"	"MNXR104504"	"HMR_4467"	"RCR11309"	""	0	"MA_04467"
"HMR_4582"	"R00565"	""	"R00565C"	"r0147"	""	"GLYAMDTRc"	"MNXR106585"	"HMR_4582"	"RCR10156"	""	0	"MA_04582"
"HMR_4584"	""	""	""	""	""	"CKc"	""	"HMR_4584"	"RCR11310"	""	0	"MA_04584"
"HMR_4696"	"R08557"	""	""	""	""	"HMR_4696"	"MNXR96697"	"HMR_4696"	"RCR10521"	""	0	"MA_04696"
"HMR_4697"	"R02565"	""	""	"r0552"	""	"r0552"	"MNXR96237"	"HMR_4697"	"RCR10522"	""	0	"MA_04697"
"HMR_4698"	"R02566"	""	""	"r0553"	""	"r0553"	"MNXR96238"	"HMR_4698"	"RCR11311"	""	0	"MA_04698"
"HMR_4699"	"R02821"	""	""	""	""	"BHMT"	"MNXR96250"	"HMR_4699"	"RCR14318"	""	0	"MA_04699"
"HMR_4700"	"R01565"	""	""	""	""	"HMR_4700"	"MNXR107055"	"HMR_4700"	"RCR11312"	""	0	"MA_04700"
"HMR_4742"	"R00830"	"ALASm"	"R00830M"	"r0195"	""	"ALASm"	"MNXR95695"	"HMR_4742"	"RCR11313"	""	0	"MA_04742"
"HMR_4788"	"R00369"	""	""	""	""	"AGTim"	"MNXR95618"	"HMR_4788"	"RCR10245"	""	0	"MA_04788"
"HMR_4789"	"R00366"	""	""	""	""	"GLYOp"	"MNXR100352"	"HMR_4789"	"RCR14319"	""	0	"MA_04789"
"HMR_4791"	"R00369"	""	""	""	""	"AGTix"	"MNXR95618"	"HMR_4791"	"RCR10523"	""	0	"MA_04791"
"HMR_4792"	"R00945"	"GHMT2rm"	"R00945C"	"r0231"	""	"GHMT2rm"	"MNXR100142"	"HMR_4792"	"RCR11314"	""	0	"MA_04792"
"HMR_4937"	""	""	"RE1473C"	""	""	"RE1473C"	"MNXR103513"	"HMR_4937"	"RCR14320"	""	0	"MA_04937"
"HMR_5392"	"R00942"	""	""	"r1382"	""	"r1382"	"MNXR105464"	"HMR_5392"	"RCR11315"	""	0	"MA_05392"
"HMR_5393"	"R04242"	""	""	"r1383"	""	"r1383"	"MNXR105465"	"HMR_5393"	"RCR11316"	""	0	"MA_05393"
"HMR_6409"	"R01698"	"GCC2cm"	"R01698C"	"r0382"	""	"GCC2cm"	"MNXR100066"	"HMR_6409"	"RCR14321"	""	0	"MA_06409"
"HMR_7702"	"R00465"	""	""	""	""	"GLYCLTDy"	"MNXR100332"	"HMR_7702"	"RCR11317"	""	0	"MA_07702"
"HMR_7703"	"R00475"	""	""	""	""	"HMR_7703"	"MNXR100338"	"HMR_7703"	"RCR10524"	""	0	"MA_07703"
"HMR_8433"	""	"GCC2cm"	""	""	""	"GCC2am"	"MNXR100066"	"HMR_8433"	"RCR11318"	""	0	"MA_08433"
"HMR_8434"	""	"GCCam"	""	""	""	"GCC2bim"	"MNXR100067"	"HMR_8434"	"RCR14322"	""	0	"MA_08434"
"HMR_8435"	"R03425"	"GCCcm"	""	""	""	"GCCam"	"MNXR100067;MNXR100069"	"HMR_8435"	"RCR10246"	""	0	"MA_08435"
"HMR_8436"	"R04125"	"GCHOLAt"	""	""	""	"GCCbim"	"MNXR100068;MNXR100070"	"HMR_8436"	"RCR11319"	""	0	"MA_08436"
"HMR_8437"	"R03815"	"GCHOLAt2"	""	""	""	"GCCcm"	"MNXR100069;MNXR100071"	"HMR_8437"	"RCR11320"	""	0	"MA_08437"
"HMR_8439"	""	"DMHPTCRNCPT2"	""	""	""	"DMGDHm"	"MNXR97521"	"HMR_8439"	"RCR11321"	""	0	"MA_08439"
"HMR_8440"	"R02565"	"BETALDHxm"	""	""	""	"BETALDHxm"	"MNXR96237"	"HMR_8440"	"RCR11322"	""	0	"MA_08440"
"HMR_8441"	""	"CHOLK"	""	""	""	"CHOLD2m"	"MNXR96702"	"HMR_8441"	"RCR11323"	""	0	"MA_08441"
"HMR_8442"	""	"OBDHc"	""	""	""	"OBDHc"	"MNXR102133"	"HMR_8442"	"RCR10157"	""	0	"MA_08442"
"HMR_9718"	"R01771"	""	""	""	""	"HMR_9718"	"MNXR100737"	"HMR_9718"	"RCR14323"	""	0	"MA_09718"
"HMR_9486"	"R01466"	"THRS"	""	""	""	"THRS"	"MNXR104846"	"HMR_9486"	"RCR14324"	""	0	"MA_09486"
"HMR_4426"	""	""	"RE2081C"	""	""	"RE2081C"	"MNXR103608"	"HMR_4426"	"RCR14325"	""	0	"MA_04426"
"HMR_4428"	"R01167"	"HISDC"	"R01167C"	"r0285"	""	"HISDC"	"MNXR100581"	"HMR_4428"	"RCR10158"	""	0	"MA_04428"
"HMR_4429"	"R02155"	"SAMHISTA"	""	""	""	"SAMHISTA"	"MNXR104271"	"HMR_4429"	"RCR14326"	""	0	"MA_04429"
"HMR_4430"	"R04674"	"MHISOR"	""	""	""	"MHISOR"	"MNXR101554;MNXR109037"	"HMR_4430"	"RCR14327"	""	0	"MA_04430"
"HMR_4431"	"R04996"	"MACOXO"	""	""	""	"MACOXO"	"MNXR101326;MNXR109276"	"HMR_4431"	"RCR11324"	""	0	"MA_04431"
"HMR_4437"	"R01168"	"HISDr"	"R01168C"	"r0286"	""	"HISD"	"MNXR100639"	"HMR_4437"	"RCR14328"	""	0	"MA_04437"
"HMR_4658"	"R02287"	"GluForTx"	"R02287C"	"r0518"	""	"GluForTx"	"MNXR100281"	"HMR_4658"	"RCR11325"	""	0	"MA_04658"
"HMR_4660"	"R02288"	"IZPN"	"R02288C"	"r0519"	""	"IZPN"	"MNXR100896"	"HMR_4660"	"RCR11326"	""	0	"MA_04660"
"HMR_4712"	"R02914"	"URCN"	"R02914C"	"r0577"	""	"URCN"	"MNXR105150"	"HMR_4712"	"RCR14329"	""	0	"MA_04712"
"HMR_5336"	""	""	"RE3632C"	""	""	"HMR_5336"	""	"HMR_5336"	"RCR10525"	""	0	"MA_05336"
"HMR_5337"	""	""	"RE3631C"	""	""	"RE3631C"	"MNXR103989"	"HMR_5337"	"RCR14330"	""	0	"MA_05337"
"HMR_5338"	""	""	"RE3629C"	""	""	"RE3629C"	"MNXR103988"	"HMR_5338"	"RCR11327"	""	0	"MA_05338"
"HMR_5339"	""	""	"RE3630C"	""	""	"RE3630C"	""	"HMR_5339"	"RCR11328"	""	0	"MA_05339"
"HMR_5340"	""	""	"RE3633C"	""	""	"RE3633C"	"MNXR103990"	"HMR_5340"	"RCR14331"	""	0	"MA_05340"
"HMR_8783"	"R02150"	"HISTASE"	""	""	""	"HISTASE"	"MNXR95850"	"HMR_8783"	"RCR11329"	""	0	"MA_08783"
"HMR_8784"	"R04065"	"IMACTD"	""	""	""	"IMACTD"	"MNXR95745"	"HMR_8784"	"RCR11330"	""	0	"MA_08784"
"HMR_8786"	"R04065"	"IMACTD_m"	""	""	""	"IMACTD_m"	"MNXR95745"	"HMR_8786"	"RCR11331"	""	0	"MA_08786"
"HMR_4239"	"R01933"	"2OXOADOXm"	"R01933M"	"r0448"	""	"2OXOADOXm"	"MNXR94818"	"HMR_4239"	"RCR11332"	""	0	"MA_04239"
"HMR_4241"	"R03938"	""	""	""	""	"HMR_4241"	"MNXR108541"	"HMR_4241"	"RCR14332"	""	0	"MA_04241"
"HMR_4288"	"R00716"	"SACCD3m"	"R00716M"	"r0180"	""	"SACCD3m"	"MNXR104238"	"HMR_4288"	"RCR11333"	""	0	"MA_04288"
"HMR_4596"	"R01939"	""	"R01939C"	"r0450"	""	"AATAi"	"MNXR95160"	"HMR_4596"	"RCR10526"	""	0	"MA_04596"
"HMR_4597"	"R01939"	""	"R01939M"	"r0450"	""	"r0450"	"MNXR95160"	"HMR_4597"	"RCR11334"	""	0	"MA_04597"
"HMR_4599"	"R01940"	""	"R01940M"	"r0451"	""	"r0451"	"MNXR102246;MNXR107241"	"HMR_4599"	"RCR10318"	""	0	"MA_04599"
"HMR_4667"	"R02313"	"r0525"	"R02313C"	"r0525"	""	"r0525"	"MNXR105347"	"HMR_4667"	"RCR11335"	""	0	"MA_04667"
"HMR_4668"	"R02315"	"SACCD4m"	""	"r0526"	""	"SACCD4m"	"MNXR104236"	"HMR_4668"	"RCR11336"	""	0	"MA_04668"
"HMR_4737"	"R03102"	""	"R03102M"	"r0594"	""	"r0594"	"MNXR95158"	"HMR_4737"	"RCR10319"	""	0	"MA_04737"
"HMR_4739"	"R03102"	"AASAD3m"	"R03102M"	""	""	"AASAD3m"	"MNXR95158"	"HMR_4739"	"RCR10527"	""	0	"MA_04739"
"HMR_4740"	"R02317"	""	"RE1254C"	""	""	"RE1254C"	"MNXR95152"	"HMR_4740"	"RCR11337"	""	0	"MA_04740"
"HMR_6415"	"R02571"	""	"R02571C"	"r0557"	""	"r0557"	"MNXR100213;MNXR107586"	"HMR_6415"	"RCR14333"	""	0	"MA_06415"
"HMR_6974"	""	""	""	"r1386"	""	""	""	"HMR_6974"	"RCR10159"	""	0	"MA_06974"
"HMR_6975"	"R03875"	""	""	""	""	"HMR_6975"	"MNXR108494"	"HMR_6975"	"RCR11338"	""	0	"MA_06975"
"HMR_6976"	"R04866"	""	""	""	""	"HMR_6976"	"MNXR109175"	"HMR_6976"	"RCR11339"	""	0	"MA_06976"
"HMR_6977"	"R04867"	""	""	""	""	"HMR_6977"	"MNXR109176"	"HMR_6977"	"RCR11340"	""	0	"MA_06977"
"HMR_6978"	"R04313"	""	""	""	""	"HMR_6978"	"MNXR108803"	"HMR_6978"	"RCR11341"	""	0	"MA_06978"
"HMR_6979"	"R03451"	""	""	""	""	"TMLYSOX"	"MNXR108181"	"HMR_6979"	"RCR11342"	""	0	"MA_06979"
"HMR_6980"	""	"GHMT3m"	""	""	""	"GHMT3"	"MNXR100143"	"HMR_6980"	"RCR11343"	""	0	"MA_06980"
"HMR_6981"	"R03283"	""	""	""	""	"TMABADH"	"MNXR108074"	"HMR_6981"	"RCR11344"	""	0	"MA_06981"
"HMR_6982"	"R02397"	""	""	""	""	"BBHOX"	"MNXR96215"	"HMR_6982"	"RCR10528"	""	0	"MA_06982"
"HMR_6983"	"R03376"	""	""	""	""	"HMR_6983;PCLYSOX"	"MNXR102412"	"HMR_6983"	"RCR14334"	""	0	"MA_06983"
"HMR_6984"	"R03380"	""	""	""	""	"HMR_6984"	"MNXR108131"	"HMR_6984"	"RCR14335"	""	0	"MA_06984"
"HMR_6985"	"R04491"	""	""	""	""	"HMR_6985"	"MNXR108923"	"HMR_6985"	"RCR14336"	""	0	"MA_06985"
"HMR_8017"	"R00447"	"LYSOXp"	""	""	""	"LYSOXp"	"MNXR101262"	"HMR_8017"	"RCR14337"	""	0	"MA_08017"
"HMR_8018"	"R04175"	"PPD2CSPp"	""	""	""	"PPD2CSPp"	"MNXR95853"	"HMR_8018"	"RCR11345"	""	0	"MA_08018"
"HMR_8019"	"R02201"	"1PPDCRp"	""	""	""	"1PPDCRp"	"MNXR94712"	"HMR_8019"	"RCR11346"	""	0	"MA_08019"
"HMR_8021"	"R02204"	"LPCOXp"	""	""	""	"LPCOXp"	"MNXR101132"	"HMR_8021"	"RCR11347"	""	0	"MA_08021"
"HMR_8025"	""	"LYSMTF1n"	""	""	""	"LYSMTF1n"	"MNXR101259"	"HMR_8025"	"RCR11348"	""	0	"MA_08025"
"HMR_8026"	""	"LYSMTF2n"	""	""	""	"LYSMTF2n"	"MNXR101260"	"HMR_8026"	"RCR11349"	""	0	"MA_08026"
"HMR_8027"	"R04867"	"LYSMTF3n"	""	""	""	"LYSMTF3n"	"MNXR101261"	"HMR_8027"	"RCR11350"	""	0	"MA_08027"
"HMR_8029"	""	"PLYSPSer"	""	""	""	"PLYSPSer"	"MNXR103039"	"HMR_8029"	"RCR14338"	""	0	"MA_08029"
"HMR_3164"	"R03026"	"ECOAH1m"	"R03026M"	"r0588"	""	"ECOAH1m"	"MNXR97883"	"HMR_3164"	"RCR11351"	""	0	"MA_03164"
"HMR_3166"	"R01975"	"HACD1m"	"R01975M"	"r0460"	""	"HACD1m"	"MNXR100541"	"HMR_3166"	"RCR11352"	""	0	"MA_03166"
"HMR_3885"	"R00238"	"ACACT1m"	"R00238M"	"r0070"	""	"ACACT1rm"	"MNXR95194"	"HMR_3885"	"RCR10247"	""	0	"MA_03885"
"HMR_4250"	"R04293"	"QUILSYN"	""	"r0675"	""	"QUILSYN"	"MNXR103396"	"HMR_4250"	"RCR11353"	""	1	"MA_04250"
"HMR_8091"	""	"3HXKYNDCL"	""	""	""	"3HXKYNDCL"	"MNXR94906"	"HMR_8091"	"RCR11354"	""	0	"MA_08091"
"HMR_8092"	"R04907"	"3HXKYNOXDA"	""	""	""	"3HXKYNOXDA"	"MNXR94907"	"HMR_8092"	"RCR11355"	""	0	"MA_08092"
"HMR_8563"	"R02678"	"ALDD20xm"	""	""	""	"ALDD20xm"	"MNXR95744"	"HMR_8563"	"RCR10320"	""	0	"MA_08563"
"HMR_8564"	""	"KYNAKGAT"	""	""	""	"KYNAKGAT"	"MNXR100948"	"HMR_8564"	"RCR11356"	""	0	"MA_08564"
"HMR_8565"	"R03445"	"KYNATESYN"	""	""	""	"KYNATESYN"	"MNXR100949"	"HMR_8565"	"RCR11357"	""	0	"MA_08565"
"HMR_8566"	""	"MELATNOX"	""	""	""	"MELATNOX"	"MNXR101458"	"HMR_8566"	"RCR11358"	""	0	"MA_08566"
"HMR_3935"	"R06982"	"r1377"	""	"r1377"	""	"r1377"	"MNXR105462;MNXR99239"	"HMR_3935"	"RCR11359"	""	0	"MA_03935"
"HMR_4681"	"R00699"	""	""	""	""	"PHYCBOXL"	"MNXR102650"	"HMR_4681"	"RCR10321"	""	0	"MA_04681"
"HMR_4682"	"R02613"	"PEAMNO"	""	""	""	"PEAMNO"	"MNXR102461"	"HMR_4682"	"RCR10529"	""	0	"MA_04682"
"HMR_4683"	"R02536"	""	"R02536C"	"r0545"	""	"r0545"	"MNXR95743"	"HMR_4683"	"RCR11360"	""	0	"MA_04683"
"HMR_4685"	"R02536"	""	"R02536C"	"r0546"	""	"r0546"	"MNXR95743"	"HMR_4685"	"RCR10530"	""	0	"MA_04685"
"HMR_4686"	"R02537"	""	"R02537C"	"r0547"	""	"r0547"	"MNXR95742"	"HMR_4686"	"RCR11361"	""	0	"MA_04686"
"HMR_4687"	"R02537"	""	"R02537C"	"r0548"	""	"r0548"	"MNXR95742"	"HMR_4687"	"RCR10531"	""	0	"MA_04687"
"HMR_4702"	"R02518"	""	""	""	""	"HMR_4702"	"MNXR107561"	"HMR_4702"	"RCR11362"	""	0	"MA_04702"
"HMR_4703"	"R02655"	""	"R02655C"	"r0558"	""	"r0558"	"MNXR105348"	"HMR_4703"	"RCR11363"	""	0	"MA_04703"
"HMR_4704"	"R02657"	""	"R02657C"	"r0559"	""	"r0559"	"MNXR105349"	"HMR_4704"	"RCR11364"	""	0	"MA_04704"
"HMR_6988"	"R02810"	"THYPX"	""	""	""	"THYPX"	"MNXR104857"	"HMR_6988"	"RCR14339"	""	0	"MA_06988"
"HMR_7689"	""	"DOPASULT"	""	""	""	"DOPASULT"	"MNXR97755"	"HMR_7689"	"RCR14340"	""	0	"MA_07689"
"HMR_7701"	"R07172"	"H2O2syn"	""	""	""	"H2O2syn"	"MNXR100492"	"HMR_7701"	"RCR11365"	""	0	"MA_07701"
"HMR_8094"	""	"NRPPHRSULT"	""	""	""	"NRPPHRSULT"	"MNXR102016"	"HMR_8094"	"RCR11366"	""	0	"MA_08094"
"HMR_8529"	"R06154"	"MAOX"	""	""	""	""	"MNXR101406"	"HMR_8529"	"RCR14341"	""	0	"MA_08529"
"HMR_8530"	""	"FALDtm"	""	""	""	"FALDH"	"MNXR99238"	"HMR_8530"	"RCR14342"	""	0	"MA_08530"
"HMR_8533"	""	"DOPAQNISO1"	""	""	""	"DOPACHRMISO"	"MNXR97753"	"HMR_8533"	"RCR10532"	""	0	"MA_08533"
"HMR_8534"	""	"TRIODTHYSULT"	""	""	""	"TRIODTHYSULT"	"MNXR104937"	"HMR_8534"	"RCR10322"	""	0	"MA_08534"
"HMR_8535"	""	"TYMSULT"	""	""	""	"TYMSULT"	"MNXR104984"	"HMR_8535"	"RCR11367"	""	0	"MA_08535"
"HMR_8537"	"R07212"	"TYR3MO2"	""	""	""	"TYR3MO2"	"MNXR104986"	"HMR_8537"	"RCR11368"	""	0	"MA_08537"
"HMR_8541"	"R00031"	"TYRDOPO"	""	""	""	"TYRDOPO"	"MNXR104991"	"HMR_8541"	"RCR11369"	""	0	"MA_08541"
"HMR_8542"	"R00045"	"TYRDOPO3"	""	""	""	"TYRDOPO3"	"MNXR104992"	"HMR_8542"	"RCR11370"	""	0	"MA_08542"
"HMR_8543"	""	"IDHPOXOX2b"	""	""	""	"IDHPOXOX2b"	"MNXR100792"	"HMR_8543"	"RCR14343"	""	0	"MA_08543"
"HMR_8544"	""	"IDHPOXOXb"	""	""	""	"IDHPOXOXb"	"MNXR100795"	"HMR_8544"	"RCR14344"	""	0	"MA_08544"
"HMR_8630"	""	"T4HCINNOX"	""	""	""	"T4HCINNOX"	"MNXR104663"	"HMR_8630"	"RCR14345"	""	0	"MA_08630"
"HMR_8540"	""	"TYRASE"	""	""	""	"HMR_8540"	"MNXR104987"	"HMR_8540"	"RCR11371"	""	0	"MA_08540"
"HMR_9733"	"R03674"	""	""	""	""	"HMR_9733"	"MNXR108330"	"HMR_9733"	"RCR14346"	""	0	"MA_09733"
"HMR_9734"	"R04884"	""	""	""	""	"HMR_9734"	"MNXR109190"	"HMR_9734"	"RCR14347"	""	0	"MA_09734"
"HMR_3206"	"R00927"	"ACACT10m"	"R00927M"	"r0222"	""	"ACACT10m"	"MNXR95195"	"HMR_3206"	"RCR11372"	""	0	"MA_03206"
"HMR_3208"	"R01859"	"PPCOACm"	"R01859C"	"r0414"	""	"PPCOACm"	"MNXR103100"	"HMR_3208"	"RCR11373"	""	0	"MA_03208"
"HMR_3211"	"R00924"	""	""	"r0683"	""	"r0683"	"MNXR103101"	"HMR_3211"	"RCR14348"	""	0	"MA_03211"
"HMR_3213"	"R02765"	"MMEm"	"R02765M"	"r0572"	""	"MMEm"	"MNXR101657"	"HMR_3213"	"RCR11374"	""	0	"MA_03213"
"HMR_3215"	"R00833"	"MMMm"	"R00833M"	"r0197"	""	"MMMm"	"MNXR101661"	"HMR_3215"	"RCR11375"	""	0	"MA_03215"
"HMR_3747"	"R01214"	"VALTA"	""	""	""	"VALTA"	"MNXR96230"	"HMR_3747"	"RCR11376"	""	0	"MA_03747"
"HMR_3744"	"R01214"	"VALTAim"	"R01214C"	"r0263"	""	"VALTAm"	"MNXR96230"	"HMR_3744"	"RCR11377"	""	0	"MA_03744"
"HMR_3757"	"R02047"	"HIBDm"	"R02047M"	"r0482"	""	"HIBDm"	"MNXR100634"	"HMR_3757"	"RCR11378"	""	0	"MA_03757"
"HMR_3761"	"R03381"	"MMTSADm"	"R03381M"	"r0624"	""	"MMTSADm"	"MNXR101668;MNXR108132"	"HMR_3761"	"RCR10323"	""	0	"MA_03761"
"HMR_3777"	"R01090"	"ILETA"	""	""	""	"ILETA"	"MNXR96228"	"HMR_3777"	"RCR11379"	""	0	"MA_03777"
"HMR_3778"	"R01090"	"ILETAm"	"R01090C"	"r0264"	""	"ILETAm"	"MNXR96228;MNXR96229"	"HMR_3778"	"RCR11380"	""	0	"MA_03778"
"HMR_3795"	"R00922"	"MMSAD1m"	"R00922M"	"r0223"	""	"MMSAD1m"	"MNXR101662"	"HMR_3795"	"RCR10324"	""	0	"MA_03795"
"HMR_4797"	"R03869"	""	"R03869C"	"r0642"	""	"r0642"	"MNXR105358;MNXR95762"	"HMR_4797"	"RCR10533"	""	0	"MA_04797"
"HMR_6417"	"R02662"	""	"RE3326M"	"r0561"	""	"RE3326M;r0561"	"MNXR107649;MNXR97451"	"HMR_6417"	"RCR14349"	""	0	"MA_06417"
"HMR_6419"	"R04225"	""	"R04225C"	"r0670"	""	"r0670"	"MNXR108745;MNXR94911"	"HMR_6419"	"RCR11381"	""	0	"MA_06419"
"HMR_6420"	"R03174"	""	""	"r0604"	""	"r0604"	"MNXR108002;MNXR97450"	"HMR_6420"	"RCR14350"	""	0	"MA_06420"
"HMR_6421"	"R01702"	""	"R01702C"	"r0386"	""	"r0386"	"MNXR107132;MNXR95029"	"HMR_6421"	"RCR11382"	""	0	"MA_06421"
"HMR_6422"	"R04097"	""	""	"r0656"	""	"r0656"	"MNXR108654;MNXR97452"	"HMR_6422"	"RCR14351"	""	0	"MA_06422"
"HMR_6923"	"R01090"	"LEUTA"	""	""	""	"LEUTA"	"MNXR96229"	"HMR_6923"	"RCR10325"	""	0	"MA_06923"
"HMR_3765"	"R01090"	"LEUTAm"	"R01090C"	"r0262"	""	"LEUTAm"	"MNXR96229"	"HMR_3765"	"RCR11383"	""	0	"MA_03765"
"HMR_6924"	""	""	"RE1266C"	""	""	"RE1266C"	"MNXR103504"	"HMR_6924"	"RCR14352"	""	0	"MA_06924"
"HMR_6925"	""	""	"RE2292C"	""	""	"RE2292C"	"MNXR103647"	"HMR_6925"	"RCR14353"	""	0	"MA_06925"
"HMR_6926"	""	""	"RE2453M"	""	""	"RE2453M"	"MNXR103680"	"HMR_6926"	"RCR11384"	""	0	"MA_06926"
"HMR_6927"	""	""	"RE2454M"	""	""	"RE2454M"	"MNXR103681"	"HMR_6927"	"RCR14354"	""	0	"MA_06927"
"HMR_8088"	"R04188"	"3AIBTm"	""	""	""	"3AIBTm"	"MNXR108721;MNXR94851"	"HMR_8088"	"RCR11385"	""	0	"MA_08088"
"HMR_8787"	"R00923"	"MMCDm"	""	""	""	"MMCDm"	"MNXR101656"	"HMR_8787"	"RCR11386"	""	0	"MA_08787"
"HMR_3743"	""	""	"RE2117M"	""	""	"RE2117M"	"MNXR103611"	"HMR_3743"	"RCR11387"	""	0	"MA_03743"
"HMR_3940"	"R01795"	"PHETHPTOX"	"R01795C"	"r0399"	""	"r0399"	"MNXR102632;MNXR107174"	"HMR_3940"	"RCR11388"	""	0	"MA_03940"
"HMR_4214"	"R00678"	"TRPO2"	"R00678C"	"r0169"	""	"TRPO2"	"MNXR104944"	"HMR_4214"	"RCR11389"	""	0	"MA_04214"
"HMR_4216"	"R01958"	"FKYNH"	"R01958C"	"r0454"	""	"FKYNH"	"MNXR99596"	"HMR_4216"	"RCR11390"	""	0	"MA_04216"
"HMR_4218"	"R03936"	"LFORKYNHYD"	"R03936C"	"r0646"	""	"LFORKYNHYD"	"MNXR101060;MNXR108539"	"HMR_4218"	"RCR11391"	""	0	"MA_04218"
"HMR_4219"	"R00988"	""	"R00988C"	"r0239"	""	"r0239"	"MNXR105316;MNXR106774"	"HMR_4219"	"RCR11392"	""	0	"MA_04219"
"HMR_4220"	"R01960"	"KYN3OX"	"R01960C"	"r0455"	""	"KYN3OX"	"MNXR100947"	"HMR_4220"	"RCR11393"	""	0	"MA_04220"
"HMR_4222"	""	""	"RE1233C"	""	""	"RE1233C"	""	"HMR_4222"	"RCR11394"	""	0	"MA_04222"
"HMR_4224"	"R00987"	"KYN"	"R00987C"	"r0238"	""	"KYN"	"MNXR100946"	"HMR_4224"	"RCR11395"	""	0	"MA_04224"
"HMR_4225"	"R02668"	"HKYNH"	"R02668C"	"r0563"	""	"HKYNH"	"MNXR100656"	"HMR_4225"	"RCR10534"	""	0	"MA_04225"
"HMR_4227"	"R02670"	""	""	""	""	"HMR_4227"	"MNXR107655"	"HMR_4227"	"RCR14355"	""	0	"MA_04227"
"HMR_4231"	"R04323"	"PCLAD"	"R04323C"	"r0676"	""	"PCLAD"	"MNXR102410"	"HMR_4231"	"RCR10535"	""	0	"MA_04231"
"HMR_4232"	""	""	"RE0549C"	""	""	"RE0549C"	"MNXR103449"	"HMR_4232"	"RCR10536"	""	0	"MA_04232"
"HMR_4233"	"R03889"	""	""	"r0645"	""	"r0645"	"MNXR95796"	"HMR_4233"	"RCR11396"	""	0	"MA_04233"
"HMR_4235"	"R01938"	"AMCOXO"	""	"r0449"	""	"AMCOXO"	"MNXR95807"	"HMR_4235"	"RCR11397"	""	0	"MA_04235"
"HMR_4242"	"R02487"	""	"R02487M"	"r0541"	""	"r0541"	"MNXR100293"	"HMR_4242"	"RCR14356"	""	0	"MA_04242"
"HMR_4243"	"R02487"	"GLUTCOADHm"	""	""	""	"GLUTCOADHm"	""	"HMR_4243"	"RCR11398"	""	0	"MA_04243"
"HMR_4244"	"R04171"	"3HKYNAKGAT"	"R04171C"	"r0662"	""	"3HKYNAKGAT"	"MNXR108708;MNXR94895"	"HMR_4244"	"RCR11399"	""	0	"MA_04244"
"HMR_4245"	"R03954"	""	""	"r0647"	""	"r0647"	"MNXR105360;MNXR108552"	"HMR_4245"	"RCR11400"	""	0	"MA_04245"
"HMR_4246"	""	""	"RE2349C"	""	""	"RE2349C"	""	"HMR_4246"	"RCR11401"	""	0	"MA_04246"
"HMR_4248"	""	""	"RE2594C"	""	""	"RE2594C"	"MNXR103700"	"HMR_4248"	"RCR14357"	""	0	"MA_04248"
"HMR_6707"	"R00685"	""	""	""	""	"LTDCL"	"MNXR101250"	"HMR_6707"	"RCR10016"	""	0	"MA_06707"
"HMR_6708"	""	""	"RE2476C"	""	""	"RE2476C"	"MNXR103684"	"HMR_6708"	"RCR14358"	""	0	"MA_06708"
